text,language,category,severity
The water supply is slightly irregular in our locality.,en,water_supply,low
ড্রেনেজ ব্যবস্থা সম্পূর্ণরূপে ভেঙে পড়েছে বাসস্ট্যান্ডের কাছে।,bn,drainage,high
"तुरंत कार्रवाई करें, यहाँ थोड़ा कूड़ा जमा है अस्पताल के पास।",hi,garbage,low
The road has collapsed and vehicles cannot safely pass near the market.,en,road_damage,critical
ভূমিধসে ঘরবাড়ি ধ্বংস হয়ে মানুষের প্রাণহানির চরম বিপদ আবাসিক এলাকায়।,bn,landslide,critical
ড্রেনটির সামান্য পরিষ্কার পরিচ্ছন্নতা প্রয়োজন বাসস্ট্যান্ডের কাছে।,bn,drainage,low
Structure ka inspection hona chahiye hamare area mein.,hinglish,building_damage,low
सड़क पर गहरा पानी भर गया है और गाड़ियाँ बंद पड़ रही हैं गांव के प्रवेश द्वार पर।,hi,waterlogging,high
There is a civic issue that needs attention at the village entrance.,en,other,low
Sewage aur drain ka filthy water logon ke houses ke andar ghus gaya hai school ke paas.,hinglish,drainage,critical
सड़क पर काफी कचरा बिखरा हुआ है बाजार के पास।,hi,garbage,medium
The landslide is making travel dangerous near the market.,en,landslide,high
पहाड़ी से थोड़ी मिट्टी और छोटे कंकड़ सड़क पर गिरे हैं गांव के प्रवेश द्वार पर।,hi,landslide,low
Building ki outer wall pe choti crack hai residential area mein.,hinglish,building_damage,low
"Urgent hai, Bridge ko minor maintenance required hai main road par.",hinglish,bridge_damage,low
सड़क काफी खराब हो गई है अस्पताल के पास।,hi,road_damage,medium
Rain ke baad poori road partially waterlog ho gayi hai bus stand ke paas.,hinglish,waterlogging,medium
"Bridge me heavy structural cracks aa gaye hain, vehicle crossing hazardous hai hamare area mein.",hinglish,bridge_damage,high
Bridge pillar weaken ho gaya hai kisi bhi time fall ho sakta hai gaon ke entrance par.,hinglish,bridge_damage,high
A landslide has covered part of the road near the railway station.,en,landslide,medium
नाली कई दिनों से साफ नहीं हुई है और बदबू फैल रही है गांव के प्रवेश द्वार पर।,hi,drainage,medium
"तुरंत कार्रवाई करें, जर्जर इमारत से प्लास्टर और ईंटें नीचे गिर रही हैं, बहुत खतरनाक बस स्टैंड के पास।",hi,building_damage,high
"कृपया मदद करें, कचरे की हल्की सफाई की जरूरत है बस स्टैंड के पास।",hi,garbage,low
गंभीर सार्वजनिक संकट से लोगों की सुरक्षा को सीधा खतरा है रिहायशी इलाके में।,hi,other,critical
রাস্তার পাশে অল্প কিছু আবর্জনা পড়ে আছে রেলস্টেশনের কাছে।,bn,garbage,low
The drain is partially blocked on the main road.,en,drainage,medium
সেতুর একটি অংশ ক্ষতিগ্রস্ত হয়েছে কমিউনিটি সেন্টারের কাছে।,bn,bridge_damage,medium
There is a small landslide near the road near the hospital.,en,landslide,low
पिछले चार दिनों से पीने का एक बूंद पानी नहीं आया है गांव के प्रवेश द्वार पर।,hi,water_supply,high
"দয়া করে বিষয়টি দেখুন, ড্রেনটির সামান্য পরিষ্কার পরিচ্ছন্নতা প্রয়োজন স্কুলের কাছে।",bn,drainage,low
বৃষ্টির পর সামান্য জল জমেছে রেলস্টেশনের কাছে।,bn,waterlogging,low
"Urgent hai, Emergency situation hai log paani me phas gaye hain bahar nahi nikal sakte community center ke paas.",hinglish,waterlogging,critical
Several potholes have appeared in our locality.,en,road_damage,medium
There is a small crack in a building wall near the school.,en,building_damage,low
सार्वजनिक सुविधा में खराबी के कारण लोगों को असुविधा हो रही है स्कूल के पास।,hi,other,medium
बाढ़ का पानी मुख्य रास्तों पर आ गया है रिहायशी इलाके में।,hi,flood,medium
ভবন ধ্বসে মানুষের জীবন চরম বিপন্ন বাজারের কাছে।,bn,building_damage,critical
सड़े हुए कचरे से बीमारियाँ फैलने का गंभीर खतरा पैदा हो गया है रिहायशी इलाके में।,hi,garbage,high
सड़क किनारे थोड़ा धुआं उठता दिख रहा है गांव के प्रवेश द्वार पर।,hi,fire,low
A huge pothole has made the road extremely dangerous near the market.,en,road_damage,critical
রাস্তায় কয়েকটি গর্ত সৃষ্টি হয়েছে স্কুলের কাছে।,bn,road_damage,medium
"Please help, Massive landslide me multiple vehicles aur log dab gaye hain, urgent SDRF rescue school ke paas.",hinglish,landslide,critical
"Please action lo, Minor flooding observe hui hai railway station ke paas.",hinglish,flood,low
রাস্তায় কয়েকটি গর্ত সৃষ্টি হয়েছে হাসপাতালের কাছে।,bn,road_damage,medium
জরুরি অভিযোগ: রাস্তায় কয়েকটি গর্ত সৃষ্টি হয়েছে গ্রামের প্রবেশপথে।,bn,road_damage,medium
আগুনের তীব্র শিখা আশেপাশের ঘরবাড়িতে পৌঁছানোর আশঙ্কা কমিউনিটি সেন্টারের কাছে।,bn,fire,high
কিছু বর্জ্য পদার্থ পড়ে রয়েছে প্রধান রাস্তায়।,bn,garbage,low
The fire is spreading near the roadside near the railway station.,en,fire,medium
Floodwater has reached dangerous levels near the school.,en,flood,critical
I want to report that The community dustbin is full and waste is spilling out on the main road.,en,garbage,medium
Residents urgently need drinking water near the railway station.,en,water_supply,high
"Bridge break ho kar collapse ho gaya hai, connection totally cut off residential area mein.",hinglish,bridge_damage,critical
सड़क पर गहरा पानी भर गया है और गाड़ियाँ बंद पड़ रही हैं स्कूल के पास।,hi,waterlogging,high
"তাড়াতাড়ি ব্যবস্থা নিন, ভয়াবহ বন্যায় মানুষ ছাদের উপর আটকা পড়েছে, দ্রুত উদ্ধারকারী দল প্রয়োজন আবাসিক এলাকায়।",bn,flood,critical
Rain ke baad poori road partially waterlog ho gayi hai railway station ke paas.,hinglish,waterlogging,medium
A small amount of garbage is lying in the residential area.,en,garbage,low
"तुरंत कार्रवाई करें, यहाँ आग लग गई है और फैल रही है बस स्टैंड के पास।",hi,fire,medium
"Urgent hai, Severe waterlogging se log apne gharon me trap ho gaye hain rescue needed main road par.",hinglish,waterlogging,critical
"कृपया मदद करें, कचरे के बड़े ढेर से नाली पूरी तरह जाम हो गई है रेलवे स्टेशन के पास।",hi,garbage,high
Severe sewage overflow ho raha hai aur movement impossible ho gayi hai railway station ke paas.,hinglish,drainage,high
सड़क के बड़े गड्ढे के कारण गंभीर दुर्घटना हो गई है बाजार के पास।,hi,road_damage,critical
দূষিত নিকাশি জলে সমগ্র এলাকা প্লাবিত হয়ে চরম বিপর্যয় আবাসিক এলাকায়।,bn,drainage,critical
I want to report that Floodwater is spreading through the area at the village entrance.,en,flood,medium
आज पानी की सप्लाई थोड़ी देर से आई सामुदायिक केंद्र के पास।,hi,water_supply,low
Overflowing garbage se serious disease failne ka severe risk hai hamare area mein.,hinglish,garbage,high
Road pe chota sa pothole hai school ke paas.,hinglish,road_damage,low
इमारत का बड़ा हिस्सा क्षतिग्रस्त हो गया है और कभी भी गिर सकता है बाजार के पास।,hi,building_damage,high
"Please help, Yahan aag lag gayi hai aur fail rahi hai market ke paas.",hinglish,fire,medium
Drainage water jam ho gaya hai bus stand ke paas.,hinglish,drainage,medium
"পুরো ভবন সম্পূর্ণ ধসে পড়েছে, জরুরি উদ্ধার কাজ শুরু করুন গ্রামের প্রবেশপথে।",bn,building_damage,critical
Major civic problem ki wajah se daily functioning paralyze ho gayi hai school ke paas.,hinglish,other,high
There is a civic issue that needs attention near the market.,en,other,low
"Urgent, The drain is partially blocked near the school.",en,drainage,medium
"Please action lo, Waterlogging ki wajah se chalne me dikkat aa rahi hai community center ke paas.",hinglish,waterlogging,medium
রাস্তায় আবর্জনা পড়ে আছে এবং দুর্গন্ধ ছড়াচ্ছে বাসস্ট্যান্ডের কাছে।,bn,garbage,medium
রাস্তা ধসে মানুষের প্রাণহানির চরম আশঙ্কা তৈরি হয়েছে হাসপাতালের কাছে।,bn,road_damage,critical
ময়লার স্তূপে সামান্য আগুন লেগেছে গ্রামের প্রবেশপথে।,bn,fire,low
पानी का दबाव थोड़ा कम आ रहा है गांव के प्रवेश द्वार पर।,hi,water_supply,low
"দয়া করে সাহায্য করুন, ভবনের একটি অংশ ভেঙে ক্ষয়ক্ষতি হচ্ছে কমিউনিটি সেন্টারের কাছে।",bn,building_damage,medium
Severe waterlogging has trapped residents near the hospital.,en,waterlogging,critical
Sadakon par flood ka paani chad gaya hai gaon ke entrance par.,hinglish,flood,medium
জরুরি অভিযোগ: জল ঘরের ভেতরে ঢুকে সম্পূর্ণ জীবনযাত্রা বিপন্ন করেছে বাজারের কাছে।,bn,waterlogging,critical
A large landslide has blocked the road on the main road.,en,landslide,high
"Kindly check, Rain ke baad poori road partially waterlog ho gayi hai railway station ke paas.",hinglish,waterlogging,medium
Apartment building dhas gayi hai immediate rescue and ambulance chahiye gaon ke entrance par.,hinglish,building_damage,critical
सार्वजनिक सुविधा में खराबी के कारण लोगों को असुविधा हो रही है रेलवे स्टेशन के पास।,hi,other,medium
Building me minor damage dikh raha hai bus stand ke paas.,hinglish,building_damage,low
Massive flood me log roofs par stranded hain urgently boat rescue bhejo main road par.,hinglish,flood,critical
"कृपया मदद करें, सड़क पर बड़ा और गहरा गड्ढा है जिससे गाड़ियाँ नहीं निकल पा रही हैं स्कूल के पास।",hi,road_damage,high
পাথর এবং কাদা রাস্তায় এসে পড়েছে স্কুলের কাছে।,bn,landslide,medium
Bridge ki safety railing toot gayi hai community center ke paas.,hinglish,bridge_damage,medium
I want to report that The road surface has deteriorated at the village entrance.,en,road_damage,medium
"Drinking water pipeline me toxic sewer water mix ho gaya hai, log poison aur hospitalise ho rahe hain hospital ke paas.",hinglish,water_supply,critical
রাস্তায় সামান্য জল জমে রয়েছে রেলস্টেশনের কাছে।,bn,waterlogging,low
भवन की सुरक्षा जांच की जरूरत है बस स्टैंड के पास।,hi,building_damage,low
पुल का एक हिस्सा क्षतिग्रस्त नजर आ रहा है रिहायशी इलाके में।,hi,bridge_damage,medium
The drainage failure has created a major health emergency near the bus stand.,en,drainage,critical
कूड़ा जमा होने से लोगों को परेशानी हो रही है सामुदायिक केंद्र के पास।,hi,garbage,medium
A building has completely collapsed on the main road.,en,building_damage,critical
নাগরিক অসুবিধা দূর করতে আবেদন জানাচ্ছি আবাসিক এলাকায়।,bn,other,medium
Yahan aag lag gayi hai aur fail rahi hai bus stand ke paas.,hinglish,fire,medium
इमारत की बाहरी दीवार पर छोटी दरार आ गई है गांव के प्रवेश द्वार पर।,hi,building_damage,low
"দয়া করে বিষয়টি দেখুন, গত চারদিন ধরে পানীয় জলের সরবরাহ সম্পূর্ণ বন্ধ বাসস্ট্যান্ডের কাছে।",bn,water_supply,high
পানীয় জলের সাথে বিষাক্ত নর্দমার জল মিশে মানুষ ডায়রিয়ায় আক্রান্ত হচ্ছে গ্রামের প্রবেশপথে।,bn,water_supply,critical
मलबा और पत्थर सड़क पर आ गए हैं रेलवे स्टेशन के पास।,hi,landslide,medium
কোমর সমান জল জমে রাস্তা সম্পূর্ণ অচল হয়ে গেছে আমাদের এলাকায়।,bn,waterlogging,high
The damaged road is causing traffic problems in the residential area.,en,road_damage,high
समस्या से दैनिक जनजीवन पूरी तरह ठप हो गया है रेलवे स्टेशन के पास।,hi,other,high
People are struggling to move because of flooding near the school.,en,flood,high
"अत्यंत गंभीर आपातकालीन स्थिति उत्पन्न हो गई है, तुरंत सरकारी मदद चाहिए बस स्टैंड के पास।",hi,other,critical
इलाके में नागरिक व्यवस्था प्रभावित है बाजार के पास।,hi,other,medium
There is a minor water supply issue on the main road.,en,water_supply,low
সামান্য আবর্জনা পরিষ্কার করা দরকার রেলস্টেশনের কাছে।,bn,garbage,low
"Urgent hai, Structure unsafe lag raha hai market ke paas.",hinglish,building_damage,medium
বৃষ্টির কারণে জলাবদ্ধতা সৃষ্টি হয়েছে আবাসিক এলাকায়।,bn,waterlogging,medium
রাস্তা মারাত্মক ক্ষতিগ্রস্ত হয়েছে এবং ভয়াবহ যানজট সৃষ্টি হচ্ছে আমাদের এলাকায়।,bn,road_damage,high
নাগরিক অসুবিধা দূর করতে আবেদন জানাচ্ছি আবাসিক এলাকায়।,bn,other,medium
Water is draining slowly in our locality.,en,drainage,low
Road side halka smoke nikal raha hai residential area mein.,hinglish,fire,low
There has been no drinking water for several days near the railway station.,en,water_supply,high
I want to report that Part of the bridge is damaged near the school.,en,bridge_damage,medium
"দয়া করে সাহায্য করুন, রাস্তায় বেশ জল জমে গেছে প্রধান রাস্তায়।",bn,waterlogging,medium
Building ka ek portion damage ho raha hai hospital ke paas.,hinglish,building_damage,medium
नाली कई दिनों से साफ नहीं हुई है और बदबू फैल रही है बस स्टैंड के पास।,hi,drainage,medium
A massive landslide has completely blocked the road near the school.,en,landslide,critical
There is minor damage on the bridge near the railway station.,en,bridge_damage,low
"Kindly check, Floodwater has covered the streets near the community center.",en,flood,medium
कचरे के विशाल ढेर में जहरीला धुआं और आग लग गई है बाजार के पास।,hi,garbage,critical
"कृपया मदद करें, बारिश के कारण रास्ता जलमग्न हो गया है रिहायशी इलाके में।",hi,waterlogging,medium
"দয়া করে সাহায্য করুন, ভূমিধসে ঘরবাড়ি ধ্বংস হয়ে মানুষের প্রাণহানির চরম বিপদ আমাদের এলাকায়।",bn,landslide,critical
Ganda nali ka paani pure area me fail raha hai jisse infection ka khatra hai railway station ke paas.,hinglish,drainage,high
Road completely collapse ho gayi hai aur already serious accident ho chuka hai residential area mein.,hinglish,road_damage,critical
The fire is spreading near the roadside at the village entrance.,en,fire,medium
सड़क धंस गई है और आवाजाही पूरी तरह खतरनाक हो चुकी है रिहायशी इलाके में।,hi,road_damage,critical
Road par kafi paani bhar gaya hai school ke paas.,hinglish,waterlogging,medium
"একটি মারাত্মক জরুরি সংকট তৈরি হয়েছে, অবিলম্বে প্রশাসনিক সাহায্য চাই আমাদের এলাকায়।",bn,other,critical
"Road completely destroy ho gayi hai, immediate danger hai railway station ke paas.",hinglish,road_damage,critical
সেতুর একটি অংশ ক্ষতিগ্রস্ত হয়েছে কমিউনিটি সেন্টারের কাছে।,bn,bridge_damage,medium
"बाढ़ जैसा पानी घरों और दुकानों में घुस गया है, बचाव कार्य जरूरी मुख्य सड़क पर।",hi,waterlogging,critical
भारी जलभराव के कारण पूरा मुख्य मार्ग बंद हो चुका है बस स्टैंड के पास।,hi,waterlogging,high
"Urgent, Severe waterlogging has trapped residents in our locality.",en,waterlogging,critical
पिछले चार दिनों से पीने का एक बूंद पानी नहीं आया है रिहायशी इलाके में।,hi,water_supply,high
Heavy debris is covering the road near the community center.,en,landslide,high
"तुरंत कार्रवाई करें, सड़क की हल्की मरम्मत की आवश्यकता है हमारे इलाके में।",hi,road_damage,low
The damaged road is causing traffic problems in the residential area.,en,road_damage,high
বিশাল ভূমিধসে রাস্তা সম্পূর্ণ অবরুদ্ধ হয়ে গেছে প্রধান রাস্তায়।,bn,landslide,high
The entire locality has no safe drinking water near the school.,en,water_supply,critical
রাস্তার পাশে সামান্য জল ঢুকছে বাসস্ট্যান্ডের কাছে।,bn,flood,low
Rocks aur debris sadak par aage aa gaye hain school ke paas.,hinglish,landslide,medium
Bridge ki safety railing toot gayi hai community center ke paas.,hinglish,bridge_damage,medium
পানীয় জলের সাথে বিষাক্ত নর্দমার জল মিশে মানুষ ডায়রিয়ায় আক্রান্ত হচ্ছে গ্রামের প্রবেশপথে।,bn,water_supply,critical
The bridge is collapsing and people are in immediate danger near the bus stand.,en,bridge_damage,critical
"सड़क पर भारी चट्टानें और मलबा जमा है, यात्रा खतरनाक बाजार के पास।",hi,landslide,high
Road side halka smoke nikal raha hai hamare area mein.,hinglish,fire,low
"Please action lo, Massive landslide me multiple vehicles aur log dab gaye hain, urgent SDRF rescue gaon ke entrance par.",hinglish,landslide,critical
ভারী পাথরের কারণে যাতায়াত অত্যন্ত বিপজ্জনক বাসস্ট্যান্ডের কাছে।,bn,landslide,high
"Kindly check, Road ko minor repair ki zaroorat hai market ke paas.",hinglish,road_damage,low
यहाँ आग लग गई है और फैल रही है अस्पताल के पास।,hi,fire,medium
"कृपया मदद करें, आज पानी की सप्लाई थोड़ी देर से आई सामुदायिक केंद्र के पास।",hi,water_supply,low
"जरूरी शिकायत: आग की लपटों में लोग घर के अंदर फंसे हुए हैं, तुरंत दमकल भेजें जान का खतरा है अस्पताल के पास।",hi,fire,critical
इमारत पूरी तरह ध्वस्त होने से कई जिंदगियां खतरे में हैं मुख्य सड़क पर।,hi,building_damage,critical
लोग बाढ़ के पानी में फंस गए हैं और सुरक्षित स्थान ढूंढ रहे हैं बाजार के पास।,hi,flood,high
আগুনের তীব্র শিখা আশেপাশের ঘরবাড়িতে পৌঁছানোর আশঙ্কা আবাসিক এলাকায়।,bn,fire,high
Several potholes have appeared near the community center.,en,road_damage,medium
"Drinking water pipeline me toxic sewer water mix ho gaya hai, log poison aur hospitalise ho rahe hain market ke paas.",hinglish,water_supply,critical
Huge landslide ne puri road ko completely block kar diya hai hamare area mein.,hinglish,landslide,high
"Please take action, The landslide is making travel dangerous near the school.",en,landslide,high
पुल का एक हिस्सा क्षतिग्रस्त नजर आ रहा है बस स्टैंड के पास।,hi,bridge_damage,medium
यहाँ आग लग गई है और फैल रही है हमारे इलाके में।,hi,fire,medium
"तुरंत कार्रवाई करें, भीषण आग में कई घर जल रहे हैं और कई लोग जलने के खतरे में हैं बस स्टैंड के पास।",hi,fire,critical
The collapsed building is creating an immediate danger to residents at the village entrance.,en,building_damage,critical
पुल का बड़ा हिस्सा ढह गया है और कई लोग संकट में हैं रिहायशी इलाके में।,hi,bridge_damage,critical
पुल का बड़ा हिस्सा ढह गया है और कई लोग संकट में हैं रेलवे स्टेशन के पास।,hi,bridge_damage,critical
ক্ষতিগ্রস্ত রাস্তায় যেকোনো সময় বড় বিপদ ঘটতে পারে কমিউনিটি সেন্টারের কাছে।,bn,road_damage,high
Garbage ka massive pile poori road block kar raha hai hamare area mein.,hinglish,garbage,high
আবর্জনার স্তূপ নর্দমা বন্ধ করে গুরুতর সমস্যা সৃষ্টি করেছে রেলস্টেশনের কাছে।,bn,garbage,high
রাস্তায় আবর্জনা পড়ে আছে এবং দুর্গন্ধ ছড়াচ্ছে বাসস্ট্যান্ডের কাছে।,bn,garbage,medium
People are unable to leave the area because of deep water near the school.,en,waterlogging,critical
सड़क किनारे थोड़ा धुआं उठता दिख रहा है गांव के प्रवेश द्वार पर।,hi,fire,low
Residents are facing an immediate safety risk near the bus stand.,en,other,critical
सड़क पर थोड़ा पानी जमा हुआ है स्कूल के पास।,hi,waterlogging,low
Flood ki wajah se log phans gaye hain aur transport band hai residential area mein.,hinglish,flood,high
"तुरंत कार्रवाई करें, पुल का पिलर कमजोर हो गया है, कभी भी गिर सकता है रिहायशी इलाके में।",hi,bridge_damage,high
सुबह से पानी की सप्लाई पूरी तरह बंद है रेलवे स्टेशन के पास।,hi,water_supply,medium
"Urgent, Part of the bridge is damaged at the village entrance.",en,bridge_damage,medium
बाढ़ का पानी मुख्य रास्तों पर आ गया है अस्पताल के पास।,hi,flood,medium
इमारत की दीवार में बड़ी दरार पड़ गई है स्कूल के पास।,hi,building_damage,medium
"জলে ডুবে যাওয়ার ঝুঁকি তৈরি হয়েছে, উদ্ধার তৎপরতা প্রয়োজন হাসপাতালের কাছে।",bn,waterlogging,critical
The blocked drain is causing serious problems near the railway station.,en,drainage,high
আগুনের তীব্র শিখা আশেপাশের ঘরবাড়িতে পৌঁছানোর আশঙ্কা স্কুলের কাছে।,bn,fire,high
Massive flood me log roofs par stranded hain urgently boat rescue bhejo hamare area mein.,hinglish,flood,critical
আগুনের তীব্র শিখা আশেপাশের ঘরবাড়িতে পৌঁছানোর আশঙ্কা আমাদের এলাকায়।,bn,fire,high
"विशाल भूस्खलन ने घरों को तबाह कर दिया है, लोगों की जान संकट में है हमारे इलाके में।",hi,landslide,critical
जरूरी शिकायत: सड़क पर गड्ढा है रेलवे स्टेशन के पास।,hi,road_damage,medium
ঝোপঝাড়ে আগুন জ্বলছে স্কুলের কাছে।,bn,fire,medium
जरूरी शिकायत: पानी की मुख्य पाइपलाइन फट गई है और पूरा इलाका प्यासा है बाजार के पास।,hi,water_supply,high
পাইপ থেকে ঘোলা ও ময়লা জল আসছে কমিউনিটি সেন্টারের কাছে।,bn,water_supply,medium
ভবনটির নিরাপত্তা পরীক্ষা করা উচিত আবাসিক এলাকায়।,bn,building_damage,low
"Kindly check, Public infrastructure me problem hone se log trouble face kar rahe hain school ke paas.",hinglish,other,medium
"पुल का पिलर कमजोर हो गया है, कभी भी गिर सकता है बस स्टैंड के पास।",hi,bridge_damage,high
The garbage has not been collected at the village entrance.,en,garbage,medium
There is minor damage on the bridge near the bus stand.,en,bridge_damage,low
এলাকায় বন্যার জল ঢুকতে শুরু করেছে গ্রামের প্রবেশপথে।,bn,flood,medium
यहाँ एक सामान्य नागरिक समस्या है जिस पर ध्यान देने की जरूरत है हमारे इलाके में।,hi,other,low
Some areas are affected by flooding near the community center.,en,flood,low
জরুরি অভিযোগ: রাস্তায় সামান্য জল জমে রয়েছে স্কুলের কাছে।,bn,waterlogging,low
Sewage aur drain ka filthy water logon ke houses ke andar ghus gaya hai residential area mein.,hinglish,drainage,critical
Building se concrete ke chunks neeche gir rahe hain residential area mein.,hinglish,building_damage,high
বিশাল আবর্জনার স্তূপ পুরো রাস্তা আটকে দিয়েছে বাসস্ট্যান্ডের কাছে।,bn,garbage,high
"जर्जर इमारत से प्लास्टर और ईंटें नीचे गिर रही हैं, बहुत खतरनाक मुख्य सड़क पर।",hi,building_damage,high
"Kindly check, The bridge needs inspection in the residential area.",en,bridge_damage,low
গভীর জলে পথচারী ও যাত্রীরা বারবার দুর্ঘটনার শিকার হচ্ছেন কমিউনিটি সেন্টারের কাছে।,bn,waterlogging,high
भवन की संरचना कमजोर और असुरक्षित दिख रही है रिहायशी इलाके में।,hi,building_damage,medium
"कृपया ध्यान दें, इमारत की बाहरी दीवार पर छोटी दरार आ गई है स्कूल के पास।",hi,building_damage,low
पुल में गहरी दरारें आ गई हैं और भारी वाहनों के लिए असुरक्षित है रिहायशी इलाके में।,hi,bridge_damage,high
"बाढ़ के तेज बहाव में लोग बहने की कगार पर हैं, जान का भारी जोखिम है अस्पताल के पास।",hi,flood,critical
A large crack has appeared in the building on the main road.,en,building_damage,medium
"कृपया मदद करें, नाली कई दिनों से साफ नहीं हुई है और बदबू फैल रही है अस्पताल के पास।",hi,drainage,medium
"দয়া করে সাহায্য করুন, কয়েকদিন ধরে আবর্জনা পরিষ্কার করা হয়নি গ্রামের প্রবেশপথে।",bn,garbage,medium
There is some waterlogging near the bus stand.,en,waterlogging,low
The drain needs cleaning in our locality.,en,drainage,low
গত চারদিন ধরে পানীয় জলের সরবরাহ সম্পূর্ণ বন্ধ রেলস্টেশনের কাছে।,bn,water_supply,high
"जरूरी शिकायत: आग की लपटों में लोग घर के अंदर फंसे हुए हैं, तुरंत दमकल भेजें जान का खतरा है अस्पताल के पास।",hi,fire,critical
"Please action lo, Bridge pe thodi crack notice hui hai hamare area mein.",hinglish,bridge_damage,low
The drainage system needs attention on the main road.,en,drainage,low
The road damage has already caused an accident near the market.,en,road_damage,critical
Some soil has fallen onto the roadside near the railway station.,en,landslide,low
कचरे का ढेर लग गया है और बदबू आ रही है बाजार के पास।,hi,garbage,medium
Halka phulka kachra jama hai main road par.,hinglish,garbage,low
"जर्जर इमारत से प्लास्टर और ईंटें नीचे गिर रही हैं, बहुत खतरनाक अस्पताल के पास।",hi,building_damage,high
Waterlogging ki wajah se chalne me dikkat aa rahi hai community center ke paas.,hinglish,waterlogging,medium
গুরুতর নাগরিক সমস্যায় সমগ্র এলাকা ভীষণ ক্ষতিগ্রস্ত গ্রামের প্রবেশপথে।,bn,other,high
সেতুতে বড় ফাটল ধরেছে এবং ভারী যানের জন্য মারাত্মক বিপজ্জনক রেলস্টেশনের কাছে।,bn,bridge_damage,high
Severe flooding se pura area doob chuka hai residential area mein.,hinglish,flood,high
There is minor flooding near the road near the railway station.,en,flood,low
গুরুতর বন্যায় পুরো এলাকা তলিয়ে গেছে স্কুলের কাছে।,bn,flood,high
জরুরি অভিযোগ: সেতুর স্তম্ভ দুর্বল হয়ে পড়েছে গ্রামের প্রবেশপথে।,bn,bridge_damage,high
Bridge ka ek hissa damage ho chuka hai gaon ke entrance par.,hinglish,bridge_damage,medium
नाली कई दिनों से साफ नहीं हुई है और बदबू फैल रही है रेलवे स्टेशन के पास।,hi,drainage,medium
इलाके में नागरिक व्यवस्था प्रभावित है रिहायशी इलाके में।,hi,other,medium
Severe public issue create ho gaya hai aur residents bahut affected hain community center ke paas.,hinglish,other,high
जरूरी शिकायत: कचरे के विशाल ढेर में जहरीला धुआं और आग लग गई है रेलवे स्टेशन के पास।,hi,garbage,critical
बाढ़ का पानी कई इमारतों और दुकानों में घुस चुका है अस्पताल के पास।,hi,flood,high
"Please help, Flames pass ke houses aur market ki taraf badh rahi hain hamare area mein.",hinglish,fire,high
"तुरंत कार्रवाई करें, भीषण आग में कई घर जल रहे हैं और कई लोग जलने के खतरे में हैं रिहायशी इलाके में।",hi,fire,critical
এলাকাটি একবার পরিদর্শন করার অনুরোধ রইল স্কুলের কাছে।,bn,other,low
"Please action lo, Drain ka paani thoda slow nikal raha hai school ke paas.",hinglish,drainage,low
পাথর এবং কাদা রাস্তায় এসে পড়েছে হাসপাতালের কাছে।,bn,landslide,medium
The main road is completely unsafe because of severe damage near the railway station.,en,road_damage,critical
Drain overflow kar raha hai aur badboo aa rahi hai main road par.,hinglish,drainage,medium
ভবনটির কাঠামো মারাত্মক হেলে পড়েছে আমাদের এলাকায়।,bn,building_damage,high
The damaged road is causing traffic problems in our locality.,en,road_damage,high
"Kindly check, Structure completely collapsed, multiple lives in critical danger residential area mein.",hinglish,building_damage,critical
"দয়া করে সাহায্য করুন, ভবনের একটি অংশ ভেঙে ক্ষয়ক্ষতি হচ্ছে আবাসিক এলাকায়।",bn,building_damage,medium
Residents are facing a civic problem at the village entrance.,en,other,medium
"Kindly check, People are trapped inside a burning building on the main road.",en,fire,critical
নাগরিক অসুবিধা দূর করতে আবেদন জানাচ্ছি রেলস্টেশনের কাছে।,bn,other,medium
"দয়া করে সাহায্য করুন, নর্দমা ফেটে ঘরে নোংরা জল ঢুকে শিশুরা এবং বাসিন্দারা মারাত্মক বিপদে রেলস্টেশনের কাছে।",bn,drainage,critical
Severe flooding se pura area doob chuka hai market ke paas.,hinglish,flood,high
Thoda sa road damage hai bus stand ke paas.,hinglish,road_damage,low
A large crack has appeared in the building on the main road.,en,building_damage,medium
"Urgent hai, Morning se water supply completely off hai community center ke paas.",hinglish,water_supply,medium
The water supply has completely stopped near the community center.,en,water_supply,high
हल्का भूस्खलन हुआ है पर आवाजाही जारी है बस स्टैंड के पास।,hi,landslide,low
"Gharon ke andar chest-deep paani ghus gaya hai, drowning ka danger hai railway station ke paas.",hinglish,waterlogging,critical
Bridge ka ek hissa damage ho chuka hai residential area mein.,hinglish,bridge_damage,medium
कचरे के छोटे ढेर में हल्की आग लगी है सामुदायिक केंद्र के पास।,hi,fire,low
"प्रलयंकारी बाढ़ से जान-माल का भारी खतरा है, तत्काल रेस्क्यू टीम भेजें सामुदायिक केंद्र के पास।",hi,flood,critical
"Please action lo, Toxic sewage flooding houses, immediate health disaster situation school ke paas.",hinglish,drainage,critical
আবর্জনা ধসে রাস্তা সম্পূর্ণ অবরুদ্ধ ও জরুরি অবস্থা তৈরি হয়েছে কমিউনিটি সেন্টারের কাছে।,bn,garbage,critical
The water supply has completely stopped in our locality.,en,water_supply,high
The water supply is slightly irregular on the main road.,en,water_supply,low
Massive boulders girne se travel completely unsafe ho gaya hai residential area mein.,hinglish,landslide,high
नाली आंशिक रूप से बंद हो गई है हमारे इलाके में।,hi,drainage,medium
"Structure completely collapsed, multiple lives in critical danger bus stand ke paas.",hinglish,building_damage,critical
